1000	 4362.00 	8052.00 	180.00 	650260.00	ff000_00.txt
1000	 4362.00 	8052.00 	180.00 	634290.00	ff000_01.txt
1000	 4362.00 	8059.00 	180.00 	654880.00	ff000_02.txt
1000	 4362.00 	8052.00 	180.00 	656062.00	ff000_03.txt
1000	 4362.00 	8052.00 	180.00 	637006.00	ff000_04.txt
1000	 3878.00 	6392.00 	180.00 	461880.00	ff001_00.txt
1000	 3878.00 	6412.00 	180.00 	449600.00	ff001_01.txt
1000	 3878.00 	6430.00 	180.00 	434412.00	ff001_02.txt
1000	 3878.00 	6421.00 	180.00 	423038.00	ff001_03.txt
1000	 3878.00 	6426.00 	180.00 	426626.00	ff001_04.txt
1000	 4551.00 	6424.00 	180.00 	322336.00	ff002_00.txt
1000	 4551.00 	6427.00 	180.00 	312266.00	ff002_01.txt
1000	 4551.00 	6427.00 	180.00 	311604.00	ff002_02.txt
1000	 4551.00 	6427.00 	180.00 	322996.00	ff002_03.txt
1000	 4551.00 	6430.00 	180.00 	327842.00	ff002_04.txt
1000	 6959.00 	9096.00 	180.00 	264560.00	ff003_00.txt
1000	 6959.00 	9092.00 	180.00 	277900.00	ff003_01.txt
1000	 6959.00 	9089.00 	180.00 	272168.00	ff003_02.txt
1000	 6959.00 	9092.00 	180.00 	295872.00	ff003_03.txt
1000	 6959.00 	9092.00 	180.04 	301812.00	ff003_04.txt
1000	 4359.00 	7135.00 	180.00 	522494.00	ff004_00.txt
1000	 4359.00 	7137.00 	180.00 	537970.00	ff004_01.txt
1000	 4359.00 	7132.00 	180.00 	559054.00	ff004_02.txt
1000	 4359.00 	7128.00 	180.00 	672998.00	ff004_03.txt
1000	 4359.00 	7132.00 	180.00 	683010.00	ff004_04.txt
1000	 6338.00 	8002.00 	180.00 	301262.00	ff005_00.txt
1000	 6338.00 	8006.00 	180.00 	270762.00	ff005_01.txt
1000	 6338.00 	8010.00 	180.00 	242412.00	ff005_02.txt
1000	 6338.00 	8019.00 	180.00 	207398.00	ff005_03.txt
1000	 6338.00 	8023.00 	180.00 	182126.00	ff005_04.txt
1000	 5312.00 	7421.00 	180.00 	409306.00	ff006_00.txt
1000	 5312.00 	7430.00 	180.00 	364268.00	ff006_01.txt
1000	 5312.00 	7434.00 	180.00 	335592.00	ff006_02.txt
1000	 5312.00 	7431.00 	180.00 	322772.00	ff006_03.txt
1000	 5312.00 	7430.00 	180.00 	328010.00	ff006_04.txt
1000	 5201.00 	7995.00 	180.00 	312120.00	ff007_00.txt
1000	 5201.00 	7992.00 	180.00 	308856.00	ff007_01.txt
1000	 5201.00 	7994.00 	180.00 	318932.00	ff007_02.txt
1000	 5201.00 	7992.00 	180.00 	322538.00	ff007_03.txt
1000	 5201.00 	7992.00 	180.00 	336942.00	ff007_04.txt
1000	 4860.00 	9421.00 	180.00 	635326.00	ff008_00.txt
1000	 4860.00 	9374.00 	180.00 	617900.00	ff008_01.txt
1000	 4860.00 	9348.00 	180.00 	631730.00	ff008_02.txt
1000	 4860.00 	9365.00 	180.00 	627564.00	ff008_03.txt
1000	 4860.00 	9361.00 	180.00 	661454.00	ff008_04.txt
1000	 5118.00 	8314.00 	180.00 	441306.00	ff009_00.txt
