1000	 7375.00 	10729.00 	180.09 	6888.00	ss000_00.txt
1000	 7375.00 	10773.00 	180.03 	6510.00	ss000_01.txt
1000	 7358.00 	10686.00 	180.06 	6922.00	ss000_02.txt
1000	 7297.00 	10695.00 	180.02 	7014.00	ss000_03.txt
1000	 7297.00 	10756.00 	180.01 	6910.00	ss000_04.txt
1000	 4571.00 	9180.00 	180.02 	60248.00	ss001_00.txt
1000	 4571.00 	9197.00 	180.01 	58936.00	ss001_01.txt
1000	 4571.00 	9231.00 	180.00 	53382.00	ss001_02.txt
1000	 4571.00 	9208.00 	180.00 	57350.00	ss001_03.txt
1000	 4571.00 	9245.00 	180.05 	58856.00	ss001_04.txt
1000	 7716.00 	10730.00 	180.02 	7198.00	ss002_00.txt
1000	 7872.00 	10696.00 	180.00 	7642.00	ss002_01.txt
1000	 7716.00 	10681.00 	180.02 	7942.00	ss002_02.txt
1000	 7716.00 	10729.00 	180.09 	7444.00	ss002_03.txt
1000	 7716.00 	10641.00 	180.04 	7806.00	ss002_04.txt
1000	 4073.00 	9406.00 	180.00 	120382.00	ss003_00.txt
1000	 4073.00 	9409.00 	180.00 	122694.00	ss003_01.txt
1000	 4073.00 	9391.00 	180.00 	117500.00	ss003_02.txt
1000	 4073.00 	9384.00 	180.00 	134054.00	ss003_03.txt
1000	 4073.00 	9382.00 	180.00 	127364.00	ss003_04.txt
1000	 6071.00 	9347.00 	180.02 	12108.00	ss004_00.txt
1000	 6071.00 	9386.00 	180.05 	11694.00	ss004_01.txt
1000	 6071.00 	9367.00 	180.08 	11780.00	ss004_02.txt
1000	 6071.00 	9364.00 	180.03 	12138.00	ss004_03.txt
1000	 6071.00 	9377.00 	180.09 	12232.00	ss004_04.txt
1000	 6009.00 	9108.00 	180.00 	7900.00	ss005_00.txt
1000	 6009.00 	9079.00 	180.09 	8090.00	ss005_01.txt
1000	 6009.00 	9124.00 	180.04 	8042.00	ss005_02.txt
1000	 6009.00 	9108.00 	180.02 	7734.00	ss005_03.txt
1000	 6009.00 	9096.00 	180.00 	7736.00	ss005_04.txt
1000	 5467.00 	9862.00 	180.04 	99082.00	ss006_00.txt
1000	 5467.00 	9906.00 	180.07 	92800.00	ss006_01.txt
1000	 5467.00 	9889.00 	180.03 	94116.00	ss006_02.txt
1000	 5467.00 	9862.00 	180.00 	104754.00	ss006_03.txt
1000	 5467.00 	9856.00 	180.00 	106864.00	ss006_04.txt
1000	 3870.00 	8762.00 	180.00 	174202.00	ss007_00.txt
1000	 3870.00 	8792.00 	180.00 	167722.00	ss007_01.txt
1000	 3870.00 	8775.00 	180.00 	171090.00	ss007_02.txt
1000	 3870.00 	8795.00 	180.00 	161976.00	ss007_03.txt
1000	 3870.00 	8755.00 	180.02 	179696.00	ss007_04.txt
