1000	 4362.00 	8173.00 	60.00 	284354.00	ff000_00.txt
1000	 4362.00 	8197.00 	60.00 	267440.00	ff000_01.txt
1000	 4362.00 	8223.00 	60.01 	245414.00	ff000_02.txt
1000	 4362.00 	8228.00 	60.00 	220486.00	ff000_03.txt
1000	 4362.00 	8285.00 	60.00 	199744.00	ff000_04.txt
1000	 3878.00 	6795.00 	60.00 	85906.00	ff001_00.txt
1000	 3878.00 	6971.00 	60.02 	53450.00	ff001_01.txt
1000	 3878.00 	7247.00 	60.02 	30354.00	ff001_02.txt
1000	 3878.00 	7408.00 	60.04 	22906.00	ff001_03.txt
1000	 3878.00 	7702.00 	60.01 	17512.00	ff001_04.txt
1000	 4551.00 	7731.00 	60.01 	8454.00	ff002_00.txt
1000	 4551.00 	7988.00 	60.02 	7610.00	ff002_01.txt
1000	 4551.00 	8205.00 	60.04 	7334.00	ff002_02.txt
1000	 4551.00 	8243.00 	60.02 	6686.00	ff002_03.txt
1000	 4551.00 	8556.00 	60.03 	6392.00	ff002_04.txt
1000	 6959.00 	11470.00 	60.03 	3820.00	ff003_00.txt
1000	 6959.00 	11483.00 	60.06 	3748.00	ff003_01.txt
1000	 6959.00 	11538.00 	60.04 	3602.00	ff003_02.txt
1000	 6959.00 	11595.00 	60.01 	3560.00	ff003_03.txt
1000	 6959.00 	11480.00 	60.03 	3790.00	ff003_04.txt
1000	 4359.00 	9073.00 	60.03 	17376.00	ff004_00.txt
1000	 4359.00 	9054.00 	60.00 	18354.00	ff004_01.txt
1000	 4359.00 	9037.00 	60.00 	19306.00	ff004_02.txt
1000	 4359.00 	8962.00 	60.04 	17448.00	ff004_03.txt
1000	 4359.00 	8928.00 	60.04 	18310.00	ff004_04.txt
1000	 6338.00 	11019.00 	60.02 	3246.00	ff005_00.txt
1000	 6338.00 	10867.00 	60.01 	3262.00	ff005_01.txt
1000	 6338.00 	10972.00 	60.02 	3206.00	ff005_02.txt
1000	 6338.00 	10862.00 	60.03 	3198.00	ff005_03.txt
1000	 6338.00 	10794.00 	60.02 	3268.00	ff005_04.txt
1000	 5312.00 	9652.00 	60.04 	7012.00	ff006_00.txt
1000	 5312.00 	9661.00 	60.04 	7140.00	ff006_01.txt
1000	 5312.00 	9730.00 	60.04 	7274.00	ff006_02.txt
1000	 5312.00 	9649.00 	60.04 	7576.00	ff006_03.txt
1000	 5312.00 	9644.00 	60.01 	7264.00	ff006_04.txt
1000	 5201.00 	10195.00 	60.02 	5596.00	ff007_00.txt
1000	 5201.00 	10169.00 	60.00 	5774.00	ff007_01.txt
1000	 5201.00 	9865.00 	60.00 	6254.00	ff007_02.txt
1000	 5201.00 	9693.00 	60.03 	6994.00	ff007_03.txt
1000	 5201.00 	9630.00 	60.02 	6398.00	ff007_04.txt
964	 4860.00 	14118.00 	60.00 	102436.00	ff008_00.txt
992	 4860.00 	13699.00 	60.02 	99308.00	ff008_01.txt
997	 4860.00 	14540.00 	60.00 	103974.00	ff008_02.txt
982	 4860.00 	13441.00 	60.00 	108742.00	ff008_03.txt
992	 4860.00 	14129.00 	60.00 	108044.00	ff008_04.txt
1000	 5118.00 	9636.00 	60.04 	10426.00	ff009_00.txt
1000	 5118.00 	9681.00 	60.00 	10130.00	ff009_01.txt
1000	 5118.00 	9765.00 	60.01 	10222.00	ff009_02.txt
1000	 5118.00 	9904.00 	60.01 	9352.00	ff009_03.txt
